event_id,store_id,channel,message,event_type,severity,sentiment,requires_response,recommended_action
train-0552,store-delta,phone,샌드위치 재고가 부족해 이후 주문 처리에 지연 가능성이 있습니다.,inventory,medium,neutral,true,재고 확인 후 발주 또는 품절 안내
train-0553,store-alpha,mobile_order,모바일 주문에서 결제 취소가 반영되지 않아 고객이 환불 상태 확인을 요청했습니다.,refund,high,negative,true,결제 내역 확인 후 환불 절차 안내
train-0554,store-beta,staff_app,배달 기사 도착 후에도 디저트 준비가 끝나지 않아 지연 안내가 필요합니다.,delay,medium,negative,true,예상 대기 시간 안내
train-0555,store-gamma,delivery,포장 상태가 불량해 샐러드 내용물이 새었다는 문의가 들어왔습니다.,quality,medium,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0556,store-delta,counter,배달 주문에서 사이드 메뉴 1개가 누락되어 고객이 빠른 재배송을 요청했습니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,order_issue,medium,negative,true,누락 상품 재제공 또는 환불 안내
train-0557,store-alpha,phone,마감 근무자가 냉장고 온도 기록표가 비어 있어 확인이 필요하다고 남겼습니다.,staff_note,low,neutral,true,마감 체크리스트에 반영
train-0558,store-beta,mobile_order,고객이 직원 안내가 충분하지 않아 다시 설명을 요청했습니다.,complaint,medium,negative,true,매장 환경 점검
train-0559,store-gamma,staff_app,고객이 입구 근처에서 넘어짐 사고를 겪어 안전 확인이 필요합니다.,safety,high,negative,true,사고 위험 구역 표시 및 관리자 보고
train-0560,store-delta,delivery,인기 메뉴 원재료가 예상보다 빨리 소진되어 품절 안내가 필요합니다.,inventory,medium,neutral,true,대체 상품 안내
train-0561,store-alpha,counter,중복 결제 가능성이 있어 아이스 아메리카노 주문의 환불 가능 여부를 확인해야 합니다. 운영자는 처리 상태를 기록해야 합니다.,refund,medium,negative,true,결제 내역 확인 후 환불 절차 안내
train-0562,store-beta,phone,점심 시간 주문이 몰려 대기 시간이 길어졌고 고객이 빠른 안내를 요청했습니다.,delay,high,negative,true,예상 대기 시간 안내
train-0563,store-gamma,mobile_order,냉장 진열대 온도가 12도로 올라 상품 상태 점검이 필요합니다.,quality,high,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0564,store-delta,staff_app,영수증에는 세트 메뉴가 표시되지만 고객은 단품만 받았다고 문의했습니다.,order_issue,high,negative,true,주문 내역과 실제 제공 상품 대조
train-0565,store-alpha,delivery,신입 직원이 환불 요청 시 주문 번호와 결제 수단을 먼저 확인해야 하는지 질문했습니다.,staff_note,low,neutral,false,직원 인수인계 기록 확인
train-0566,store-beta,counter,대기 줄 안내가 명확하지 않아 고객이 순서 문제로 항의했습니다.,complaint,low,negative,true,매장 환경 점검
train-0567,store-gamma,phone,픽업존 통로에 박스가 쌓여 이동 동선이 막혔습니다.,safety,high,negative,true,사고 위험 구역 표시 및 관리자 보고
train-0568,store-delta,mobile_order,입구 창고 재고와 POS 재고 수량이 일치하지 않습니다.,inventory,high,neutral,true,대체 상품 안내
train-0569,store-alpha,staff_app,고객이 취소 버튼을 눌렀지만 매장에는 주문이 남아 있어 환불 절차를 문의했습니다.,refund,high,negative,true,주문 번호 확인 후 취소 상태 확인
train-0570,store-beta,delivery,모바일 주문 완료 시간이 지났지만 상품 준비 상태가 바뀌지 않았습니다.,delay,medium,negative,true,지연 원인 확인 후 고객에게 공지
train-0571,store-gamma,counter,고객이 음료 맛이 평소와 다르다고 제조 기준 확인을 요청했습니다. 운영자는 처리 상태를 기록해야 합니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,quality,medium,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0572,store-delta,phone,주문 번호와 픽업 상품이 일치하지 않아 매장 확인이 필요합니다.,order_issue,high,negative,true,주문 내역과 실제 제공 상품 대조
train-0573,store-alpha,mobile_order,픽업존 담당자가 다음 근무자에게 청소 상태를 인수인계했습니다.,staff_note,medium,neutral,true,직원 인수인계 기록 확인
train-0574,store-beta,staff_app,매장 입구 안내 문구가 부족해 고객이 이용 방법을 문의했습니다.,complaint,medium,negative,true,고객 불편 내용 확인 후 응대 기록
train-0575,store-gamma,delivery,뜨거운 음료가 쏟아져 화상 위험이 있어 즉시 정리가 필요합니다.,safety,medium,negative,true,즉시 현장 안전 조치
train-0576,store-delta,counter,모바일 주문에는 판매 가능으로 보이지만 실제 매장에는 샌드위치 재고가 없습니다.,inventory,medium,neutral,true,대체 상품 안내
train-0577,store-alpha,phone,고객이 아이스 아메리카노 환불 처리가 지연되어 강하게 항의했습니다.,refund,high,negative,true,주문 번호 확인 후 취소 상태 확인
train-0578,store-beta,mobile_order,모바일 주문 주문이 25분 이상 지연되어 고객이 픽업 시간을 문의했습니다.,delay,medium,negative,true,지연 원인 확인 후 고객에게 공지
train-0579,store-gamma,staff_app,고객이 샐러드 온도가 기대보다 낮다고 품질 확인을 요청했습니다.,quality,medium,negative,true,온도와 포장 상태 점검
train-0580,store-delta,delivery,주문에는 도시락 옵션이 포함되어 있지만 실제 상품에는 반영되지 않았습니다.,order_issue,medium,negative,true,누락 상품 재제공 또는 환불 안내
train-0581,store-alpha,counter,직원이 창고 점검 중 세트 메뉴 재고 수량이 예상보다 적다고 기록했습니다. 운영자는 처리 상태를 기록해야 합니다.,staff_note,low,neutral,true,직원 인수인계 기록 확인
train-0582,store-beta,phone,고객이 매장 음악 소리가 커서 주문 확인이 어렵다고 불만을 제기했습니다.,complaint,medium,negative,true,고객 불편 내용 확인 후 응대 기록
train-0583,store-gamma,mobile_order,매장 바닥에 음료가 쏟아져 고객이 미끄러질 위험이 있습니다.,safety,high,negative,true,즉시 현장 안전 조치
train-0584,store-delta,staff_app,샌드위치 재고가 부족해 이후 주문 처리에 지연 가능성이 있습니다.,inventory,medium,neutral,true,재고 확인 후 발주 또는 품절 안내
train-0585,store-alpha,delivery,배달에서 결제 취소가 반영되지 않아 고객이 환불 상태 확인을 요청했습니다.,refund,medium,negative,true,결제 내역 확인 후 환불 절차 안내
train-0586,store-beta,counter,배달 기사 도착 후에도 디저트 준비가 끝나지 않아 지연 안내가 필요합니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,delay,high,negative,true,지연 원인 확인 후 고객에게 공지
train-0587,store-gamma,phone,포장 상태가 불량해 샐러드 내용물이 새었다는 문의가 들어왔습니다.,quality,high,negative,true,온도와 포장 상태 점검
train-0588,store-delta,mobile_order,배달 주문에서 사이드 메뉴 1개가 누락되어 고객이 빠른 재배송을 요청했습니다.,order_issue,high,negative,true,누락 상품 재제공 또는 환불 안내
train-0589,store-alpha,staff_app,마감 근무자가 냉장고 온도 기록표가 비어 있어 확인이 필요하다고 남겼습니다.,staff_note,low,neutral,false,마감 체크리스트에 반영
train-0590,store-beta,delivery,고객이 직원 안내가 충분하지 않아 다시 설명을 요청했습니다.,complaint,low,negative,true,매장 환경 점검
train-0591,store-gamma,counter,고객이 입구 근처에서 넘어짐 사고를 겪어 안전 확인이 필요합니다. 운영자는 처리 상태를 기록해야 합니다.,safety,high,negative,true,즉시 현장 안전 조치
train-0592,store-delta,phone,인기 메뉴 원재료가 예상보다 빨리 소진되어 품절 안내가 필요합니다.,inventory,high,neutral,true,재고 확인 후 발주 또는 품절 안내
train-0593,store-alpha,mobile_order,중복 결제 가능성이 있어 아이스 아메리카노 주문의 환불 가능 여부를 확인해야 합니다.,refund,high,negative,true,결제 내역 확인 후 환불 절차 안내
train-0594,store-beta,staff_app,점심 시간 주문이 몰려 대기 시간이 길어졌고 고객이 빠른 안내를 요청했습니다.,delay,medium,negative,true,예상 대기 시간 안내
train-0595,store-gamma,delivery,냉장 진열대 온도가 8도로 올라 상품 상태 점검이 필요합니다.,quality,medium,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0596,store-delta,counter,영수증에는 세트 메뉴가 표시되지만 고객은 단품만 받았다고 문의했습니다.,order_issue,high,negative,true,누락 상품 재제공 또는 환불 안내
train-0597,store-alpha,phone,신입 직원이 환불 요청 시 주문 번호와 결제 수단을 먼저 확인해야 하는지 질문했습니다.,staff_note,medium,neutral,true,마감 체크리스트에 반영
train-0598,store-beta,mobile_order,대기 줄 안내가 명확하지 않아 고객이 순서 문제로 항의했습니다.,complaint,medium,negative,true,매장 환경 점검
train-0599,store-gamma,staff_app,창고 통로에 박스가 쌓여 이동 동선이 막혔습니다.,safety,medium,negative,true,사고 위험 구역 표시 및 관리자 보고
train-0600,store-delta,delivery,진열대 창고 재고와 POS 재고 수량이 일치하지 않습니다.,inventory,medium,neutral,true,대체 상품 안내
train-0601,store-alpha,counter,고객이 취소 버튼을 눌렀지만 매장에는 주문이 남아 있어 환불 절차를 문의했습니다. 운영자는 처리 상태를 기록해야 합니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,refund,high,negative,true,결제 내역 확인 후 환불 절차 안내
train-0602,store-beta,phone,모바일 주문 완료 시간이 지났지만 상품 준비 상태가 바뀌지 않았습니다.,delay,medium,negative,true,예상 대기 시간 안내
train-0603,store-gamma,mobile_order,고객이 음료 맛이 평소와 다르다고 제조 기준 확인을 요청했습니다.,quality,medium,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0604,store-delta,staff_app,주문 번호와 픽업 상품이 일치하지 않아 매장 확인이 필요합니다.,order_issue,medium,negative,true,주문 내역과 실제 제공 상품 대조
train-0605,store-alpha,delivery,창고 담당자가 다음 근무자에게 청소 상태를 인수인계했습니다.,staff_note,low,neutral,true,직원 인수인계 기록 확인
train-0606,store-beta,counter,매장 입구 안내 문구가 부족해 고객이 이용 방법을 문의했습니다.,complaint,medium,negative,true,매장 환경 점검
train-0607,store-gamma,phone,뜨거운 음료가 쏟아져 화상 위험이 있어 즉시 정리가 필요합니다.,safety,high,negative,true,사고 위험 구역 표시 및 관리자 보고
train-0608,store-delta,mobile_order,모바일 주문에는 판매 가능으로 보이지만 실제 매장에는 샌드위치 재고가 없습니다.,inventory,medium,neutral,true,대체 상품 안내
train-0609,store-alpha,staff_app,고객이 아이스 아메리카노 환불 처리가 지연되어 강하게 항의했습니다.,refund,medium,negative,true,주문 번호 확인 후 취소 상태 확인
train-0610,store-beta,delivery,배달 주문이 29분 이상 지연되어 고객이 픽업 시간을 문의했습니다.,delay,high,negative,true,지연 원인 확인 후 고객에게 공지
train-0611,store-gamma,counter,고객이 샐러드 온도가 기대보다 낮다고 품질 확인을 요청했습니다. 운영자는 처리 상태를 기록해야 합니다.,quality,high,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0612,store-delta,phone,주문에는 도시락 옵션이 포함되어 있지만 실제 상품에는 반영되지 않았습니다.,order_issue,high,negative,true,주문 내역과 실제 제공 상품 대조
train-0613,store-alpha,mobile_order,직원이 카운터 점검 중 세트 메뉴 재고 수량이 예상보다 적다고 기록했습니다.,staff_note,low,neutral,false,직원 인수인계 기록 확인
train-0614,store-beta,staff_app,고객이 매장 음악 소리가 커서 주문 확인이 어렵다고 불만을 제기했습니다.,complaint,low,negative,true,고객 불편 내용 확인 후 응대 기록
train-0615,store-gamma,delivery,매장 바닥에 음료가 쏟아져 고객이 미끄러질 위험이 있습니다.,safety,high,negative,true,즉시 현장 안전 조치
train-0616,store-delta,counter,샌드위치 재고가 부족해 이후 주문 처리에 지연 가능성이 있습니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,inventory,high,neutral,true,대체 상품 안내
train-0617,store-alpha,phone,전화 문의에서 결제 취소가 반영되지 않아 고객이 환불 상태 확인을 요청했습니다.,refund,high,negative,true,주문 번호 확인 후 취소 상태 확인
train-0618,store-beta,mobile_order,배달 기사 도착 후에도 디저트 준비가 끝나지 않아 지연 안내가 필요합니다.,delay,medium,negative,true,지연 원인 확인 후 고객에게 공지
train-0619,store-gamma,staff_app,포장 상태가 불량해 샐러드 내용물이 새었다는 문의가 들어왔습니다.,quality,medium,negative,true,온도와 포장 상태 점검
train-0620,store-delta,delivery,배달 주문에서 사이드 메뉴 1개가 누락되어 고객이 빠른 재배송을 요청했습니다.,order_issue,high,negative,true,누락 상품 재제공 또는 환불 안내
train-0621,store-alpha,counter,마감 근무자가 냉장고 온도 기록표가 비어 있어 확인이 필요하다고 남겼습니다. 운영자는 처리 상태를 기록해야 합니다.,staff_note,medium,neutral,true,직원 인수인계 기록 확인
train-0622,store-beta,phone,고객이 직원 안내가 충분하지 않아 다시 설명을 요청했습니다.,complaint,medium,negative,true,고객 불편 내용 확인 후 응대 기록
train-0623,store-gamma,mobile_order,고객이 입구 근처에서 넘어짐 사고를 겪어 안전 확인이 필요합니다.,safety,medium,negative,true,즉시 현장 안전 조치
train-0624,store-delta,staff_app,인기 메뉴 원재료가 예상보다 빨리 소진되어 품절 안내가 필요합니다.,inventory,medium,neutral,true,재고 확인 후 발주 또는 품절 안내
train-0625,store-alpha,delivery,중복 결제 가능성이 있어 아이스 아메리카노 주문의 환불 가능 여부를 확인해야 합니다.,refund,high,negative,true,결제 내역 확인 후 환불 절차 안내
train-0626,store-beta,counter,점심 시간 주문이 몰려 대기 시간이 길어졌고 고객이 빠른 안내를 요청했습니다.,delay,medium,negative,true,지연 원인 확인 후 고객에게 공지
train-0627,store-gamma,phone,냉장 진열대 온도가 13도로 올라 상품 상태 점검이 필요합니다.,quality,medium,negative,true,온도와 포장 상태 점검
train-0628,store-delta,mobile_order,영수증에는 세트 메뉴가 표시되지만 고객은 단품만 받았다고 문의했습니다.,order_issue,medium,negative,true,누락 상품 재제공 또는 환불 안내
train-0629,store-alpha,staff_app,신입 직원이 환불 요청 시 주문 번호와 결제 수단을 먼저 확인해야 하는지 질문했습니다.,staff_note,low,neutral,true,마감 체크리스트에 반영
train-0630,store-beta,delivery,대기 줄 안내가 명확하지 않아 고객이 순서 문제로 항의했습니다.,complaint,medium,negative,true,매장 환경 점검
train-0631,store-gamma,counter,카운터 통로에 박스가 쌓여 이동 동선이 막혔습니다. 운영자는 처리 상태를 기록해야 합니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,safety,high,negative,true,즉시 현장 안전 조치
train-0632,store-delta,phone,주방 창고 재고와 POS 재고 수량이 일치하지 않습니다.,inventory,medium,neutral,true,재고 확인 후 발주 또는 품절 안내
train-0633,store-alpha,mobile_order,고객이 취소 버튼을 눌렀지만 매장에는 주문이 남아 있어 환불 절차를 문의했습니다.,refund,medium,negative,true,결제 내역 확인 후 환불 절차 안내
train-0634,store-beta,staff_app,모바일 주문 완료 시간이 지났지만 상품 준비 상태가 바뀌지 않았습니다.,delay,high,negative,true,예상 대기 시간 안내
train-0635,store-gamma,delivery,고객이 음료 맛이 평소와 다르다고 제조 기준 확인을 요청했습니다.,quality,high,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0636,store-delta,counter,주문 번호와 픽업 상품이 일치하지 않아 매장 확인이 필요합니다.,order_issue,high,negative,true,누락 상품 재제공 또는 환불 안내
train-0637,store-alpha,phone,카운터 담당자가 다음 근무자에게 청소 상태를 인수인계했습니다.,staff_note,low,neutral,false,마감 체크리스트에 반영
train-0638,store-beta,mobile_order,매장 입구 안내 문구가 부족해 고객이 이용 방법을 문의했습니다.,complaint,low,negative,true,매장 환경 점검
train-0639,store-gamma,staff_app,뜨거운 음료가 쏟아져 화상 위험이 있어 즉시 정리가 필요합니다.,safety,high,negative,true,사고 위험 구역 표시 및 관리자 보고
train-0640,store-delta,delivery,모바일 주문에는 판매 가능으로 보이지만 실제 매장에는 샌드위치 재고가 없습니다.,inventory,high,neutral,true,대체 상품 안내
train-0641,store-alpha,counter,고객이 아이스 아메리카노 환불 처리가 지연되어 강하게 항의했습니다. 운영자는 처리 상태를 기록해야 합니다.,refund,high,negative,true,결제 내역 확인 후 환불 절차 안내
train-0642,store-beta,phone,전화 문의 주문이 33분 이상 지연되어 고객이 픽업 시간을 문의했습니다.,delay,medium,negative,true,예상 대기 시간 안내
train-0643,store-gamma,mobile_order,고객이 샐러드 온도가 기대보다 낮다고 품질 확인을 요청했습니다.,quality,medium,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0644,store-delta,staff_app,주문에는 도시락 옵션이 포함되어 있지만 실제 상품에는 반영되지 않았습니다.,order_issue,high,negative,true,주문 내역과 실제 제공 상품 대조
train-0645,store-alpha,delivery,직원이 픽업존 점검 중 세트 메뉴 재고 수량이 예상보다 적다고 기록했습니다.,staff_note,medium,neutral,true,직원 인수인계 기록 확인
train-0646,store-beta,counter,고객이 매장 음악 소리가 커서 주문 확인이 어렵다고 불만을 제기했습니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,complaint,medium,negative,true,매장 환경 점검
train-0647,store-gamma,phone,매장 바닥에 음료가 쏟아져 고객이 미끄러질 위험이 있습니다.,safety,medium,negative,true,사고 위험 구역 표시 및 관리자 보고
train-0648,store-delta,mobile_order,샌드위치 재고가 부족해 이후 주문 처리에 지연 가능성이 있습니다.,inventory,medium,neutral,true,대체 상품 안내
train-0649,store-alpha,staff_app,직원 앱에서 결제 취소가 반영되지 않아 고객이 환불 상태 확인을 요청했습니다.,refund,high,negative,true,주문 번호 확인 후 취소 상태 확인
train-0650,store-beta,delivery,배달 기사 도착 후에도 디저트 준비가 끝나지 않아 지연 안내가 필요합니다.,delay,medium,negative,true,지연 원인 확인 후 고객에게 공지
train-0651,store-gamma,counter,포장 상태가 불량해 샐러드 내용물이 새었다는 문의가 들어왔습니다. 운영자는 처리 상태를 기록해야 합니다.,quality,medium,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0652,store-delta,phone,배달 주문에서 사이드 메뉴 1개가 누락되어 고객이 빠른 재배송을 요청했습니다.,order_issue,medium,negative,true,주문 내역과 실제 제공 상품 대조
train-0653,store-alpha,mobile_order,마감 근무자가 냉장고 온도 기록표가 비어 있어 확인이 필요하다고 남겼습니다.,staff_note,low,neutral,true,직원 인수인계 기록 확인
train-0654,store-beta,staff_app,고객이 직원 안내가 충분하지 않아 다시 설명을 요청했습니다.,complaint,medium,negative,true,고객 불편 내용 확인 후 응대 기록
train-0655,store-gamma,delivery,고객이 입구 근처에서 넘어짐 사고를 겪어 안전 확인이 필요합니다.,safety,high,negative,true,즉시 현장 안전 조치
train-0656,store-delta,counter,인기 메뉴 원재료가 예상보다 빨리 소진되어 품절 안내가 필요합니다.,inventory,medium,neutral,true,대체 상품 안내
train-0657,store-alpha,phone,중복 결제 가능성이 있어 아이스 아메리카노 주문의 환불 가능 여부를 확인해야 합니다.,refund,medium,negative,true,주문 번호 확인 후 취소 상태 확인
train-0658,store-beta,mobile_order,점심 시간 주문이 몰려 대기 시간이 길어졌고 고객이 빠른 안내를 요청했습니다.,delay,high,negative,true,지연 원인 확인 후 고객에게 공지
train-0659,store-gamma,staff_app,냉장 진열대 온도가 9도로 올라 상품 상태 점검이 필요합니다.,quality,high,negative,true,온도와 포장 상태 점검
train-0660,store-delta,delivery,영수증에는 세트 메뉴가 표시되지만 고객은 단품만 받았다고 문의했습니다.,order_issue,high,negative,true,누락 상품 재제공 또는 환불 안내
train-0661,store-alpha,counter,신입 직원이 환불 요청 시 주문 번호와 결제 수단을 먼저 확인해야 하는지 질문했습니다. 운영자는 처리 상태를 기록해야 합니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,staff_note,low,neutral,false,직원 인수인계 기록 확인
train-0662,store-beta,phone,대기 줄 안내가 명확하지 않아 고객이 순서 문제로 항의했습니다.,complaint,low,negative,true,고객 불편 내용 확인 후 응대 기록
train-0663,store-gamma,mobile_order,픽업존 통로에 박스가 쌓여 이동 동선이 막혔습니다.,safety,high,negative,true,즉시 현장 안전 조치
train-0664,store-delta,staff_app,입구 창고 재고와 POS 재고 수량이 일치하지 않습니다.,inventory,high,neutral,true,재고 확인 후 발주 또는 품절 안내
train-0665,store-alpha,delivery,고객이 취소 버튼을 눌렀지만 매장에는 주문이 남아 있어 환불 절차를 문의했습니다.,refund,high,negative,true,결제 내역 확인 후 환불 절차 안내
train-0666,store-beta,counter,모바일 주문 완료 시간이 지났지만 상품 준비 상태가 바뀌지 않았습니다.,delay,medium,negative,true,지연 원인 확인 후 고객에게 공지
train-0667,store-gamma,phone,고객이 음료 맛이 평소와 다르다고 제조 기준 확인을 요청했습니다.,quality,medium,negative,true,온도와 포장 상태 점검
train-0668,store-delta,mobile_order,주문 번호와 픽업 상품이 일치하지 않아 매장 확인이 필요합니다.,order_issue,high,negative,true,누락 상품 재제공 또는 환불 안내
train-0669,store-alpha,staff_app,픽업존 담당자가 다음 근무자에게 청소 상태를 인수인계했습니다.,staff_note,medium,neutral,true,마감 체크리스트에 반영
train-0670,store-beta,delivery,매장 입구 안내 문구가 부족해 고객이 이용 방법을 문의했습니다.,complaint,medium,negative,true,매장 환경 점검
train-0671,store-gamma,counter,뜨거운 음료가 쏟아져 화상 위험이 있어 즉시 정리가 필요합니다. 운영자는 처리 상태를 기록해야 합니다.,safety,medium,negative,true,즉시 현장 안전 조치
train-0672,store-delta,phone,모바일 주문에는 판매 가능으로 보이지만 실제 매장에는 샌드위치 재고가 없습니다.,inventory,medium,neutral,true,재고 확인 후 발주 또는 품절 안내
train-0673,store-alpha,mobile_order,고객이 아이스 아메리카노 환불 처리가 지연되어 강하게 항의했습니다.,refund,high,negative,true,결제 내역 확인 후 환불 절차 안내
train-0674,store-beta,staff_app,직원 앱 주문이 9분 이상 지연되어 고객이 픽업 시간을 문의했습니다.,delay,medium,negative,true,예상 대기 시간 안내
train-0675,store-gamma,delivery,고객이 샐러드 온도가 기대보다 낮다고 품질 확인을 요청했습니다.,quality,medium,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0676,store-delta,counter,주문에는 도시락 옵션이 포함되어 있지만 실제 상품에는 반영되지 않았습니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,order_issue,medium,negative,true,누락 상품 재제공 또는 환불 안내
train-0677,store-alpha,phone,직원이 창고 점검 중 세트 메뉴 재고 수량이 예상보다 적다고 기록했습니다.,staff_note,low,neutral,true,마감 체크리스트에 반영
train-0678,store-beta,mobile_order,고객이 매장 음악 소리가 커서 주문 확인이 어렵다고 불만을 제기했습니다.,complaint,medium,negative,true,매장 환경 점검
train-0679,store-gamma,staff_app,매장 바닥에 음료가 쏟아져 고객이 미끄러질 위험이 있습니다.,safety,high,negative,true,사고 위험 구역 표시 및 관리자 보고
train-0680,store-delta,delivery,샌드위치 재고가 부족해 이후 주문 처리에 지연 가능성이 있습니다.,inventory,medium,neutral,true,대체 상품 안내
train-0681,store-alpha,counter,카운터에서 결제 취소가 반영되지 않아 고객이 환불 상태 확인을 요청했습니다. 운영자는 처리 상태를 기록해야 합니다.,refund,medium,negative,true,결제 내역 확인 후 환불 절차 안내
train-0682,store-beta,phone,배달 기사 도착 후에도 디저트 준비가 끝나지 않아 지연 안내가 필요합니다.,delay,high,negative,true,예상 대기 시간 안내
train-0683,store-gamma,mobile_order,포장 상태가 불량해 샐러드 내용물이 새었다는 문의가 들어왔습니다.,quality,high,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0684,store-delta,staff_app,배달 주문에서 사이드 메뉴 1개가 누락되어 고객이 빠른 재배송을 요청했습니다.,order_issue,high,negative,true,주문 내역과 실제 제공 상품 대조
train-0685,store-alpha,delivery,마감 근무자가 냉장고 온도 기록표가 비어 있어 확인이 필요하다고 남겼습니다.,staff_note,low,neutral,false,직원 인수인계 기록 확인
train-0686,store-beta,counter,고객이 직원 안내가 충분하지 않아 다시 설명을 요청했습니다.,complaint,low,negative,true,매장 환경 점검
train-0687,store-gamma,phone,고객이 입구 근처에서 넘어짐 사고를 겪어 안전 확인이 필요합니다.,safety,high,negative,true,사고 위험 구역 표시 및 관리자 보고
train-0688,store-delta,mobile_order,인기 메뉴 원재료가 예상보다 빨리 소진되어 품절 안내가 필요합니다.,inventory,high,neutral,true,대체 상품 안내
train-0689,store-alpha,staff_app,중복 결제 가능성이 있어 아이스 아메리카노 주문의 환불 가능 여부를 확인해야 합니다.,refund,high,negative,true,주문 번호 확인 후 취소 상태 확인
train-0690,store-beta,delivery,점심 시간 주문이 몰려 대기 시간이 길어졌고 고객이 빠른 안내를 요청했습니다.,delay,medium,negative,true,지연 원인 확인 후 고객에게 공지
train-0691,store-gamma,counter,냉장 진열대 온도가 14도로 올라 상품 상태 점검이 필요합니다. 운영자는 처리 상태를 기록해야 합니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,quality,medium,negative,true,상품 상태 확인 후 교환 또는 보상 안내
train-0692,store-delta,phone,영수증에는 세트 메뉴가 표시되지만 고객은 단품만 받았다고 문의했습니다.,order_issue,high,negative,true,주문 내역과 실제 제공 상품 대조
train-0693,store-alpha,mobile_order,신입 직원이 환불 요청 시 주문 번호와 결제 수단을 먼저 확인해야 하는지 질문했습니다.,staff_note,medium,neutral,true,직원 인수인계 기록 확인
train-0694,store-beta,staff_app,대기 줄 안내가 명확하지 않아 고객이 순서 문제로 항의했습니다.,complaint,medium,negative,true,고객 불편 내용 확인 후 응대 기록
train-0695,store-gamma,delivery,창고 통로에 박스가 쌓여 이동 동선이 막혔습니다.,safety,medium,negative,true,즉시 현장 안전 조치
train-0696,store-delta,counter,진열대 창고 재고와 POS 재고 수량이 일치하지 않습니다.,inventory,medium,neutral,true,대체 상품 안내
train-0697,store-alpha,phone,고객이 취소 버튼을 눌렀지만 매장에는 주문이 남아 있어 환불 절차를 문의했습니다.,refund,high,negative,true,주문 번호 확인 후 취소 상태 확인
train-0698,store-beta,mobile_order,모바일 주문 완료 시간이 지났지만 상품 준비 상태가 바뀌지 않았습니다.,delay,medium,negative,true,지연 원인 확인 후 고객에게 공지
train-0699,store-gamma,staff_app,고객이 음료 맛이 평소와 다르다고 제조 기준 확인을 요청했습니다.,quality,medium,negative,true,온도와 포장 상태 점검
train-0700,store-delta,delivery,주문 번호와 픽업 상품이 일치하지 않아 매장 확인이 필요합니다.,order_issue,medium,negative,true,누락 상품 재제공 또는 환불 안내
train-0701,store-alpha,counter,창고 담당자가 다음 근무자에게 청소 상태를 인수인계했습니다. 운영자는 처리 상태를 기록해야 합니다.,staff_note,low,neutral,true,직원 인수인계 기록 확인
train-0702,store-beta,phone,매장 입구 안내 문구가 부족해 고객이 이용 방법을 문의했습니다.,complaint,medium,negative,true,고객 불편 내용 확인 후 응대 기록
train-0703,store-gamma,mobile_order,뜨거운 음료가 쏟아져 화상 위험이 있어 즉시 정리가 필요합니다.,safety,high,negative,true,즉시 현장 안전 조치
train-0704,store-delta,staff_app,모바일 주문에는 판매 가능으로 보이지만 실제 매장에는 샌드위치 재고가 없습니다.,inventory,medium,neutral,true,재고 확인 후 발주 또는 품절 안내
train-0705,store-alpha,delivery,고객이 아이스 아메리카노 환불 처리가 지연되어 강하게 항의했습니다.,refund,medium,negative,true,결제 내역 확인 후 환불 절차 안내
train-0706,store-beta,counter,카운터 주문이 13분 이상 지연되어 고객이 픽업 시간을 문의했습니다. 고객 응대 시간이 길어지지 않도록 우선순위 확인이 필요합니다.,delay,high,negative,true,지연 원인 확인 후 고객에게 공지
train-0707,store-gamma,phone,고객이 샐러드 온도가 기대보다 낮다고 품질 확인을 요청했습니다.,quality,high,negative,true,온도와 포장 상태 점검
train-0708,store-delta,mobile_order,주문에는 도시락 옵션이 포함되어 있지만 실제 상품에는 반영되지 않았습니다.,order_issue,high,negative,true,누락 상품 재제공 또는 환불 안내
train-0709,store-alpha,staff_app,직원이 카운터 점검 중 세트 메뉴 재고 수량이 예상보다 적다고 기록했습니다.,staff_note,low,neutral,false,마감 체크리스트에 반영
train-0710,store-beta,delivery,고객이 매장 음악 소리가 커서 주문 확인이 어렵다고 불만을 제기했습니다.,complaint,low,negative,true,매장 환경 점검
